"Laikotarpis","Rodiklis","Pajamų, sąnaudų, pelno sudedamosios dalys","Ekonominės veiklos rūšis (EVRK 2 red., 2 ženklų lygiu)","Matavimo vienetai","Reikšmė"
"2019K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR","10483"
"2019K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR","11835"
"2020K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas; kita asmenų aptarnavimo veikla","tūkst. EUR","12198"
"2007K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2007K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2007K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2008K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2009K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2009K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2009K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2009K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2010K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2010K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2010K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2010K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2011K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2011K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2011K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2011K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2012K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2012K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2012K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2012K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2013K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2013K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2013K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2013K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2014K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2014K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2014K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2014K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2015K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2015K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2015K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2015K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR",
"2016K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","2269"
"2016K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","2410"
"2016K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","2372"
"2016K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","2549"
"2017K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","2928"
"2017K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","2526"
"2017K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","3039"
"2017K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","2936"
"2018K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","2581"
"2018K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","3910"
"2018K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","2644"
"2018K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","3476"
"2019K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","2173"
"2019K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","2811"
"2019K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","2782"
"2019K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","2957"
"2020K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","tūkst. EUR","2433"
"2007K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2007K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2007K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2008K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2009K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2009K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2009K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2009K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2010K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2010K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2010K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2010K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2011K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2011K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2011K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2011K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2012K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2012K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2012K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2012K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2013K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2013K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2013K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2013K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2014K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2014K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2014K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2014K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2015K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2015K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2015K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2015K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR",
"2016K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","7480"
"2016K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","7774"
"2016K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","7602"
"2016K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","8839"
"2017K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","6219"
"2017K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","6936"
"2017K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","6987"
"2017K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","10962"
"2018K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","8028"
"2018K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","8349"
"2018K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","9326"
"2018K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","10424"
"2019K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","8787"
"2019K2","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","6954"
"2019K3","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","7701"
"2019K4","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","8878"
"2020K1","Įmonių pajamos, sąnaudos, pelnas","Bendrosios ir administracinės sąnaudos","Kita asmenų aptarnavimo veikla","tūkst. EUR","9765"
"2007K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos pajamos","Miškininkystė ir žuvininkystė","tūkst. EUR","405"
"2007K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos pajamos","Miškininkystė ir žuvininkystė","tūkst. EUR","354"
"2007K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos pajamos","Miškininkystė ir žuvininkystė","tūkst. EUR","503"
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos pajamos","Miškininkystė ir žuvininkystė","tūkst. EUR","1355"
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos pajamos","Miškininkystė ir žuvininkystė","tūkst. EUR","562"
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos pajamos","Miškininkystė ir žuvininkystė","tūkst. EUR","619"
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Kitos veiklos pajamos","Miškininkystė ir žuvininkystė","tūkst. EUR","1139"
